,Unnamed: 0,date,location,text
14345,1857,03-07-2020 04:23,"Kozhikode, India",RT @varusarath: What the bloody hell us going on..?? another child has been brutally raped and murdered..you know if this is the world we a…
14346,1858,03-07-2020 04:23,"Chennai, India ",RT @varusarath: What the bloody hell us going on..?? another child has been brutally raped and murdered..you know if this is the world we a…
14347,1859,03-07-2020 04:22,"Andhra Pradesh, India","RT @bestiu20: Our Salute to the doctors globally on this National Doctors day 2020 for their relentless service to humanity.

#BESTIU #BEST…"
14348,1860,03-07-2020 04:22,India,RT @varusarath: What the bloody hell us going on..?? another child has been brutally raped and murdered..you know if this is the world we a…
14349,1861,03-07-2020 04:21,"Chennai, India","RT @ChennaiIPL: A big #WhistlePodu for the real Supermen and Wonder Women who give their everything day in and day out.

The Medics to the…"
14350,1862,03-07-2020 04:21,"Mumbai, India",RT @Teensthack: Bharat Biotech’s #Covid vaccine likely to be launched on Aug 15. @ICMR DG @ProfBhargava writes to the Co &amp; principal invest…
14351,1863,03-07-2020 04:21,"Pune, Maharashtra, India","RT @PreetiSMenon: India had 20900 new cases yesterday. US had 50000!  This is just exploding.
Meanwhile there is a stupidity competition be…"
14352,1864,03-07-2020 04:21,"Chennai, India",Recovered #COVID patients help infected persons to overcome anxiety. Out of box thinking by Dr.S. Venkataramanan… https://t.co/pTgH0TCbyo
14353,1865,03-07-2020 04:20,"Coimbatore, India",RT @itisprashanth: Fantastic news : Indian Council Of Medical Research aims to bring  @BharatBiotech s #COVID vaccine in to use within Augu…
14354,1866,03-07-2020 04:20,"Tamil Nadu, India",RT @varusarath: What the bloody hell us going on..?? another child has been brutally raped and murdered..you know if this is the world we a…
14355,1867,03-07-2020 04:19,"Chennai, India","RT @Lakshimi: Another Hashtag ready, celebrities can create emotional posts, politicians can shout high pitch, Media gets TRP for a week un…"
14356,1868,03-07-2020 04:19,"Madurai South, India",RT @varusarath: What the bloody hell us going on..?? another child has been brutally raped and murdered..you know if this is the world we a…
14357,1869,03-07-2020 04:19,"Chennai, India",RT @varusarath: What the bloody hell us going on..?? another child has been brutally raped and murdered..you know if this is the world we a…
14358,1870,03-07-2020 04:18,"Chennai, India",RT @varusarath: What the bloody hell us going on..?? another child has been brutally raped and murdered..you know if this is the world we a…
14359,1871,03-07-2020 04:17,"Madurai South, India",RT @varusarath: What the bloody hell us going on..?? another child has been brutally raped and murdered..you know if this is the world we a…
14360,1872,03-07-2020 04:16,"Kolkata, India",RT @ANI: Ministry of Health &amp; Family Welfare releases revised guidelines for home isolation of very mild/pre-symptomatic/asymptomatic #COVI…
14361,1873,03-07-2020 04:16,"Bengaluru, India",RT @itisprashanth: Fantastic news : Indian Council Of Medical Research aims to bring  @BharatBiotech s #COVID vaccine in to use within Augu…
14362,1874,03-07-2020 04:16,"Kulasekaram, India",RT @varusarath: What the bloody hell us going on..?? another child has been brutally raped and murdered..you know if this is the world we a…
14363,1875,03-07-2020 04:16,"Tamil Nadu, India",RT @varusarath: What the bloody hell us going on..?? another child has been brutally raped and murdered..you know if this is the world we a…
14364,1876,03-07-2020 04:15,"Chennai, India",RT @itisprashanth: Fantastic news : Indian Council Of Medical Research aims to bring  @BharatBiotech s #COVID vaccine in to use within Augu…
14365,1877,03-07-2020 04:14,"Mumbai, India",RT @bakasurisreal: blaming politicians for #covid failure is funny . u want 80% quotas . you want faculty quota. you don't punish plagiaris…
14366,1878,03-07-2020 04:13,"Tamil Nadu, India",RT @itisprashanth: Fantastic news : Indian Council Of Medical Research aims to bring  @BharatBiotech s #COVID vaccine in to use within Augu…
14367,1879,03-07-2020 04:13,India,Karnataka to ramp up Covid-19 testing for early detection #Karnataka #Covid-19testing https://t.co/5yVAbAenuA
14368,1880,03-07-2020 04:13,"Tamil Nadu, India",RT @itisprashanth: Fantastic news : Indian Council Of Medical Research aims to bring  @BharatBiotech s #COVID vaccine in to use within Augu…
14369,1881,03-07-2020 04:13,India,@AICTE_INDIA @adsahasrabudhe @drmppoonia @ms_aicte @HRDMinistry @DrRPNishank @OfficeOfSDhotre @MIB_India @PIB_India… https://t.co/5GJk7za0O8
14370,1882,03-07-2020 04:13,India,"RT @ie_chennai: #TamilNadu recorded its highest single-day spike with 4343 #COVID-19 cases on Thursday, taking the state tally to 98,392.…"
14371,1883,03-07-2020 04:13,India,RT @Teensthack: Bharat Biotech’s #Covid vaccine likely to be launched on Aug 15. @ICMR DG @ProfBhargava writes to the Co &amp; principal invest…
14372,1884,03-07-2020 04:13,"Kottayam, India","Activities for kids at home
#Autismawareness #Jewelautismcentre #autistic #kids #autismspectrumdisorder #ASD… https://t.co/3SQyI4GZ3y"
14373,1885,03-07-2020 04:12,"Pondicherry, India",RT @itisprashanth: Fantastic news : Indian Council Of Medical Research aims to bring  @BharatBiotech s #COVID vaccine in to use within Augu…
14374,1886,03-07-2020 04:12,"Coimbatore, India",RT @varusarath: What the bloody hell us going on..?? another child has been brutally raped and murdered..you know if this is the world we a…
14375,1887,03-07-2020 04:11,India,"RT @PreetiSMenon: India had 20900 new cases yesterday. US had 50000!  This is just exploding.
Meanwhile there is a stupidity competition be…"
14376,1888,03-07-2020 04:11,"Hyderabad, India",RT @indonnation: Hyderabad vaccine major @BharatBiotech gets approval for phase I and II human clinical trials  for #COVAXIN vaccine agains…
14377,1889,03-07-2020 04:11,"Chennai, India",RT @varusarath: What the bloody hell us going on..?? another child has been brutally raped and murdered..you know if this is the world we a…
14378,1890,03-07-2020 04:11,India,Staff at #VictoriaHospital refused to admit him claiming they had a #COVID-19 patient who was in a critical state.… https://t.co/zYZcqj6zfA
14379,1891,03-07-2020 04:11,India,RT @varusarath: What the bloody hell us going on..?? another child has been brutally raped and murdered..you know if this is the world we a…
14380,1892,03-07-2020 04:10,"New Delhi, India",RT @Teensthack: Bharat Biotech’s #Covid vaccine likely to be launched on Aug 15. @ICMR DG @ProfBhargava writes to the Co &amp; principal invest…
14381,1893,03-07-2020 04:10,"Mumbai, India","RT @PreetiSMenon: India had 20900 new cases yesterday. US had 50000!  This is just exploding.
Meanwhile there is a stupidity competition be…"
14382,1894,03-07-2020 04:10,"New Delhi, India","RT @PreetiSMenon: India had 20900 new cases yesterday. US had 50000!  This is just exploding.
Meanwhile there is a stupidity competition be…"
14383,1895,03-07-2020 04:09,"Chennai, India","RT @drashwathcn: Kudos to Team #Dhaksha, mentored by filmstar #AjithKumar, for developing a way to sanitize large areas against COVID-19 vi…"
14384,1896,03-07-2020 04:09,"Mumbai, India","India had 20900 new cases yesterday. US had 50000!  This is just exploding.
Meanwhile there is a stupidity competit… https://t.co/lXnbzymV0B"
14385,1897,03-07-2020 04:09,"Gurgaon, Haryana. India",RT @Teensthack: Bharat Biotech’s #Covid vaccine likely to be launched on Aug 15. @ICMR DG @ProfBhargava writes to the Co &amp; principal invest…
14386,1898,03-07-2020 04:09,India,"Friends of Police deny any involvement in #JayarajandBennicks case, no record of any #FoP attached to the… https://t.co/XYpYe8fmGk"
14387,1899,03-07-2020 04:08,"Bengaluru South, India",RT @ANI: Ministry of Health &amp; Family Welfare releases revised guidelines for home isolation of very mild/pre-symptomatic/asymptomatic #COVI…
14388,1900,03-07-2020 04:08,"Mumbai, India","Behavioural biases observed during the #COVID-19 #pandemic:

End February 2020:
Overconfidence bias (it will not af… https://t.co/sLfPRyNjys"
14389,1901,03-07-2020 04:08,India,RT @varusarath: What the bloody hell us going on..?? another child has been brutally raped and murdered..you know if this is the world we a…
14390,1902,03-07-2020 04:08,"Bengaluru, India","#Covid originated in #WuhanVirus
 and aptly named #WuhanCoronaVirus.

China Concealed Extent of Virus Outbreak - U.… https://t.co/twG14NUB9P"
14391,1903,03-07-2020 04:07,"Namakkal, India",RT @itisprashanth: Fantastic news : Indian Council Of Medical Research aims to bring  @BharatBiotech s #COVID vaccine in to use within Augu…
14392,1904,03-07-2020 04:07,India,RT @itisprashanth: Fantastic news : Indian Council Of Medical Research aims to bring  @BharatBiotech s #COVID vaccine in to use within Augu…
14393,1905,03-07-2020 04:07,"New Delhi, India",RT @Teensthack: Bharat Biotech’s #Covid vaccine likely to be launched on Aug 15. @ICMR DG @ProfBhargava writes to the Co &amp; principal invest…
14394,1906,03-07-2020 04:07,"Madurai, India",RT @itisprashanth: Fantastic news : Indian Council Of Medical Research aims to bring  @BharatBiotech s #COVID vaccine in to use within Augu…
14395,1907,03-07-2020 04:06,"Tirunelveli, India",RT @varusarath: What the bloody hell us going on..?? another child has been brutally raped and murdered..you know if this is the world we a…
14396,1908,03-07-2020 04:06,"Mumbai, India",#Dr Reddy's partners with #Fujifilm for #COVID-19 drug https://t.co/3Fo6WAKdRY via @BSI_social
14397,1909,03-07-2020 04:06,"(PY01),Pondicherry,India",RT @varusarath: What the bloody hell us going on..?? another child has been brutally raped and murdered..you know if this is the world we a…
14398,1910,03-07-2020 04:05,"Hyderabad, India","#COVID19

#StayAtHome!

Life is important BE HAPPY BE SAFE #COVID-19

Stay Home Stay Safe

#Corona… https://t.co/PxbZVfsqYa"
14399,1911,03-07-2020 04:05,"Pudukkottai, India",RT @Vijayabaskarofl: Disinfection done at Rajeev Gandhi Government General Hospital. The disinfection process is done at all hospitals acro…
14400,1912,03-07-2020 04:04,India,MAGIC Exercise - Health in 5 minutes. Keeps away people from Diseases an... https://t.co/22HHKjzWq8 via @YouTube… https://t.co/eEK3kKaTeh
14401,1913,03-07-2020 04:04,"Bengaluru, India",RT @varusarath: What the bloody hell us going on..?? another child has been brutally raped and murdered..you know if this is the world we a…
14402,1914,03-07-2020 04:02,"Tamil Nadu, India",RT @sumanthraman: Tamil Nadu reports 4343 cases of #covid today. Total number of cases rises to 98392. Chennai drops to 2027. First time in…
14403,1915,03-07-2020 04:02,"New Delhi, India","RT @NorthernComd_IA: ""#DonateBlood,#SaveLife!""
To bridge the void faced by blood banks amid #COVID_19, #IndianArmy takes initiative to orga…"
14404,1916,03-07-2020 04:02,"Bodinayakanur, India",RT @varusarath: What the bloody hell us going on..?? another child has been brutally raped and murdered..you know if this is the world we a…
14405,1917,03-07-2020 04:02,"Chennai, India",RT @itisprashanth: Fantastic news : Indian Council Of Medical Research aims to bring  @BharatBiotech s #COVID vaccine in to use within Augu…
14406,1918,03-07-2020 04:02,"Kundapura, India","RT @sdpikarnataka: Not Only Kashmir Kashmiris Too Are Part Of India.
#KashmirBleeds #Kashmir #COVID #KashmiriLivesMatter https://t.co/aJ86v…"
14407,1919,03-07-2020 04:01,"Coimbatore, India",RT @varusarath: What the bloody hell us going on..?? another child has been brutally raped and murdered..you know if this is the world we a…
14408,1920,03-07-2020 04:01,"Maduari,India",RT @itisprashanth: Fantastic news : Indian Council Of Medical Research aims to bring  @BharatBiotech s #COVID vaccine in to use within Augu…
14409,1921,03-07-2020 04:00,"Balurghat, India","RT @SreyashiDey: #UttarDinajpur gets a dedicated 100 bed #Covid Hospital at Islam Urdu Academy. 

@wbdhfw 
#BengalFightsCorona https://t.co…"
14410,1922,03-07-2020 04:00,"Kuppam, India",RT @varusarath: What the bloody hell us going on..?? another child has been brutally raped and murdered..you know if this is the world we a…
14411,1923,03-07-2020 04:00,"Tiruppur, India",RT @itisprashanth: Fantastic news : Indian Council Of Medical Research aims to bring  @BharatBiotech s #COVID vaccine in to use within Augu…
14412,1924,03-07-2020 03:59,"Kerala, India",RT @itisprashanth: Fantastic news : Indian Council Of Medical Research aims to bring  @BharatBiotech s #COVID vaccine in to use within Augu…
14413,1925,03-07-2020 03:59,India,RT @itisprashanth: Fantastic news : Indian Council Of Medical Research aims to bring  @BharatBiotech s #COVID vaccine in to use within Augu…
14414,1926,03-07-2020 03:59,"Chennai, India","Imports have been falling consistently since the start of this fiscal, as the #COVID pandemic has ravaged the econo… https://t.co/jOpEeKYpJQ"
14415,1927,03-07-2020 03:59,"Hyderabad, India",RT @XpressHyderabad: The HC of Telangana minced no words in criticizing the #Telangana Government for its failure in submitting a detailed…
14416,1928,03-07-2020 03:58,"Gurgaon, India","RT @rananth: Golgappa vending machine - a great post-#COVID idea! What a machine! But yes, we would still miss the personal touch of the go…"
14417,1929,03-07-2020 03:58,"Mumbai, India",RT @Teensthack: Bharat Biotech’s #Covid vaccine likely to be launched on Aug 15. @ICMR DG @ProfBhargava writes to the Co &amp; principal invest…
14418,1930,03-07-2020 03:58,"Thanjavur, India",RT @itisprashanth: Fantastic news : Indian Council Of Medical Research aims to bring  @BharatBiotech s #COVID vaccine in to use within Augu…
14419,1931,03-07-2020 03:57,"Tezpur, India",RT @Teensthack: Bharat Biotech’s #Covid vaccine likely to be launched on Aug 15. @ICMR DG @ProfBhargava writes to the Co &amp; principal invest…
14420,1932,03-07-2020 03:57,"Dindigul, India",RT @itisprashanth: Fantastic news : Indian Council Of Medical Research aims to bring  @BharatBiotech s #COVID vaccine in to use within Augu…
14421,1933,03-07-2020 03:57,"Eluru, India","RT @revathitweets: I think this was the sixth time, since #Covid lockdown. But why are we even surprised!"
14422,1934,03-07-2020 03:55,"Madurai South, India",RT @varusarath: What the bloody hell us going on..?? another child has been brutally raped and murdered..you know if this is the world we a…
14423,1935,03-07-2020 03:55,"Pune, India",RT @ANI: Ministry of Health &amp; Family Welfare releases revised guidelines for home isolation of very mild/pre-symptomatic/asymptomatic #COVI…
14424,1936,03-07-2020 03:54,"Kerala, India","RT @Shankaracarya36: Ayurveda is the CoronaKiller;
Dr. Giri is the beaming winner!

Ayurveda won! We won!

#COVID-19
#Ayurvedic #Medicine
@…"
14425,1937,03-07-2020 03:54,India,RT @itisprashanth: Fantastic news : Indian Council Of Medical Research aims to bring  @BharatBiotech s #COVID vaccine in to use within Augu…
14426,1938,03-07-2020 03:54,"Varanasi, India",RT @swatim80: There is reverse migration visible where tribals return to their hometowns in search of wages putting them at risk of contrac…
14427,1939,03-07-2020 03:53,"Chennai, India",RT @itisprashanth: Fantastic news : Indian Council Of Medical Research aims to bring  @BharatBiotech s #COVID vaccine in to use within Augu…
14428,1940,03-07-2020 03:53,"Varanasi, India",RT @MisraKingsuk: @sanchika_gupta @USAID_NISHTHA @UNDP_India @netshrink @usaid_india @Jhpiego @counselloranna @UNinIndia @UNICEFIndia @NAMI…
14429,1941,03-07-2020 03:53,"Madras, India",RT @varusarath: What the bloody hell us going on..?? another child has been brutally raped and murdered..you know if this is the world we a…
14430,1942,03-07-2020 03:53,India,RT @itisprashanth: Fantastic news : Indian Council Of Medical Research aims to bring  @BharatBiotech s #COVID vaccine in to use within Augu…
14431,1943,03-07-2020 03:53,"Kolkata, India",RT @Teensthack: Bharat Biotech’s #Covid vaccine likely to be launched on Aug 15. @ICMR DG @ProfBhargava writes to the Co &amp; principal invest…
14432,1944,03-07-2020 03:53,"Varanasi, India",RT @drjatin_dhingra: @UNICEFIndia @USAID_NISHTHA @usaid_india @Jhpiego Absolutely. Testing and monitoring in far flung and unreached tribal…
14433,1945,03-07-2020 03:52,"Coimbatore, India",RT @itisprashanth: Fantastic news : Indian Council Of Medical Research aims to bring  @BharatBiotech s #COVID vaccine in to use within Augu…
14434,1946,03-07-2020 03:52,"Mumbai, India",COVID-19 vaccine by Ahmedabad-based Zydus Cadila gets DCGI nod for human clinical trials #Zydus #vaccine #covid  https://t.co/gbbmd4fGk3
14435,1947,03-07-2020 03:52,"Tamil Nadu, India",RT @varusarath: What the bloody hell us going on..?? another child has been brutally raped and murdered..you know if this is the world we a…
14436,1948,03-07-2020 03:52,"Andhra Pradesh, India",RT @keypadguerilla: A #COVID positive dead body left outside 100 bed hospital at #Hospete #ballari #Karnataka. Hospital authorities claim i…
14437,1949,03-07-2020 03:51,India,RT @itisprashanth: Fantastic news : Indian Council Of Medical Research aims to bring  @BharatBiotech s #COVID vaccine in to use within Augu…
14438,1950,03-07-2020 03:51,"Chennai, India",RT @itisprashanth: Fantastic news : Indian Council Of Medical Research aims to bring  @BharatBiotech s #COVID vaccine in to use within Augu…
14439,1951,03-07-2020 03:50,"Mumbai, India","RT @MumbaiMirror: #Replug | Monuments can be reopened with complete precautions from July 6. 

#COVID #COVID19 #coronaviruslockdown #corona…"
14440,1952,03-07-2020 03:50,"Mumbai, India","@SwatiGem @Mohansinha @PawarSpeaks Respect Doctor or #Maharashtra will be far ahead in #Covid cases
 The present… https://t.co/Y96RuuRv0i"
14441,1953,03-07-2020 03:49,"Hyderabad, India",Hyderabad vaccine major @BharatBiotech gets approval for phase I and II human clinical trials  for #COVAXIN vaccine… https://t.co/xoQJ0cfcGn
14442,1954,03-07-2020 03:49,India,RT @itisprashanth: Fantastic news : Indian Council Of Medical Research aims to bring  @BharatBiotech s #COVID vaccine in to use within Augu…
14443,1955,03-07-2020 03:49,"Ahmadabad City, India","RT @Jasmeet09660105: Two prominent #Sikh shrines in #Maharashtra's Nanded are no longer under containment zones, as no fresh #COVID-19 case…"
14444,1956,03-07-2020 03:48,"Mumbai, India",RT @ETHealthWorld: ETHealthworld | Raj will first validate ICMR-recommended kits before beginning antigen tests #Biosecurity #RapidTesting…
14445,1957,03-07-2020 03:48,"Bengaluru, India",RT @itisprashanth: Fantastic news : Indian Council Of Medical Research aims to bring  @BharatBiotech s #COVID vaccine in to use within Augu…
14446,1958,03-07-2020 03:48,India,"RT @MumbaiMirror: #Replug | Monuments can be reopened with complete precautions from July 6. 

#COVID #COVID19 #coronaviruslockdown #corona…"
14447,1959,03-07-2020 03:48,"Cuttack, India","RT @Siba_TNIE: #BREAKING : At least 55 persons from Acharya Harihar PG Institute of Cancer test positive for #COVID, 18 of them are patient…"
14448,1960,03-07-2020 03:48,"Uttar Pradesh, India",RT @ANI: Ministry of Health &amp; Family Welfare releases revised guidelines for home isolation of very mild/pre-symptomatic/asymptomatic #COVI…
14449,1961,03-07-2020 03:47,India,"RT @MumbaiMirror: Farmers sold 13,66,154 quintal fruits and vegetables directly to consumers between March 27 and June 30.

#Coronavirus #C…"
14450,1962,03-07-2020 03:47,"Chennai,Tamilnadu, India",RT @itisprashanth: Fantastic news : Indian Council Of Medical Research aims to bring  @BharatBiotech s #COVID vaccine in to use within Augu…
14451,1963,03-07-2020 03:47,"Hyderabad, India",RT @Teensthack: Ahmedabad-based pharmaceutical major #Cadila Healthcare on Thursday received an approval to conduct human trials for its #C…
14452,1964,03-07-2020 03:47,"Tirunelveli, India",RT @itisprashanth: Fantastic news : Indian Council Of Medical Research aims to bring  @BharatBiotech s #COVID vaccine in to use within Augu…
14453,1965,03-07-2020 03:46,India,RT @varusarath: What the bloody hell us going on..?? another child has been brutally raped and murdered..you know if this is the world we a…
14454,1966,03-07-2020 03:46,"Jodhpur, India",RT @Teensthack: Bharat Biotech’s #Covid vaccine likely to be launched on Aug 15. @ICMR DG @ProfBhargava writes to the Co &amp; principal invest…
14455,1967,03-07-2020 03:46,India,RT @varusarath: What the bloody hell us going on..?? another child has been brutally raped and murdered..you know if this is the world we a…
14456,1968,03-07-2020 03:46,Nazi India,RT @AgBioWorld: Millions of horseshoe crabs will be used to make #covid-19 vaccine safe. Their blood is the only known natural source of li…
14457,1969,03-07-2020 03:46,", India","RT @sdpikarnataka: Not Only Kashmir Kashmiris Too Are Part Of India.
#KashmirBleeds #Kashmir #COVID #KashmiriLivesMatter https://t.co/aJ86v…"
14458,1970,03-07-2020 03:45,"Dindigul, India",RT @varusarath: What the bloody hell us going on..?? another child has been brutally raped and murdered..you know if this is the world we a…
14459,1971,03-07-2020 03:45,"Coimbatore, India",RT @itisprashanth: Fantastic news : Indian Council Of Medical Research aims to bring  @BharatBiotech s #COVID vaccine in to use within Augu…
14460,1972,03-07-2020 03:44,"Chennai, India",Fantastic news : Indian Council Of Medical Research aims to bring  @BharatBiotech s #COVID vaccine in to use within… https://t.co/vHfJnVjLhd
14461,1973,03-07-2020 03:44,"Mumbai, India","RT @MumbaiMirror: Farmers sold 13,66,154 quintal fruits and vegetables directly to consumers between March 27 and June 30.

#Coronavirus #C…"
14462,1974,03-07-2020 03:44,"Greater Noida, India","Digital Flavers, the #digitalmarketingagency for small businesses, has created COVID-19 Small Business SEO Packages… https://t.co/BiirQGD2is"
14463,1975,03-07-2020 03:42,India,"RT @ANINewsUP: Some families in Moradabad allege that despite complaining about no electricity connection in their homes, officials are not…"
14464,1976,03-07-2020 03:41,"Kumbakonam, India",RT @varusarath: What the bloody hell us going on..?? another child has been brutally raped and murdered..you know if this is the world we a…
14465,1977,03-07-2020 03:40,"Hyderabad, India","RT @revathitweets: I think this was the sixth time, since #Covid lockdown. But why are we even surprised!"
14466,1978,03-07-2020 03:39,"Mumbai, India","RT @ETHealthWorld: ETHealthworld | 2/3rd of Gurugram's Covid +ve are office-goers, daily workers #Gurgaon #ContactTracing #Covid-19 #Supers…"
14467,1979,03-07-2020 03:39,Indian ,RT @varusarath: What the bloody hell us going on..?? another child has been brutally raped and murdered..you know if this is the world we a…
14468,1980,03-07-2020 03:39,"Vishakhapatnam, India",RT @varusarath: What the bloody hell us going on..?? another child has been brutally raped and murdered..you know if this is the world we a…
14469,1981,03-07-2020 03:38,Pen Raigad Maharashtra India,"Raigad's Corona-lockdown struck autorickshaw-minidor drivers owners and their families are starving 
Need voice. Su… https://t.co/poRZ3oQE0f"
14470,1982,03-07-2020 03:38,"Udaipur, India",RT @DrJitendraSingh: #ConstituencyUpdate : Reviewed development works with administration of the six districts of Udhampur-Doda-Kathua parl…
14471,1983,03-07-2020 03:38,"Dharmapuri, India",RT @varusarath: What the bloody hell us going on..?? another child has been brutally raped and murdered..you know if this is the world we a…
14472,1984,03-07-2020 03:38,"Tamil Nadu, India",RT @Prahathees_anbu: @mafoikprajan @chennaicorp @CMOTamilNadu Great achievement sir. Salute all #covid warriors who worked serious to bring…
14473,1985,03-07-2020 03:37,"Kesinga, Odisha,India ",RT @pranavkesinga: @CMO_Odisha @5TsOdisha @homeodisha @DGPOdisha @HUDDeptOdisha under the lead of @kesinganac1 EO Sj.Siddharth Pattnaik &amp; I…
14474,1986,03-07-2020 03:36,India,RT @AgBioWorld: Millions of horseshoe crabs will be used to make #covid-19 vaccine safe. Their blood is the only known natural source of li…
14475,1987,03-07-2020 03:35,"Kesinga, Odisha,India ",@CMO_Odisha @5TsOdisha @homeodisha @DGPOdisha @HUDDeptOdisha under the lead of @kesinganac1 EO Sj.Siddharth Pattnai… https://t.co/U3I1iByDvB
14476,1988,03-07-2020 03:35,India,RT @varusarath: What the bloody hell us going on..?? another child has been brutally raped and murdered..you know if this is the world we a…
14477,1989,03-07-2020 03:35,"Bengaluru, Karnataka, India","RT @sdpikarnataka: Not Only Kashmir Kashmiris Too Are Part Of India.
#KashmirBleeds #Kashmir #COVID #KashmiriLivesMatter https://t.co/aJ86v…"
14478,1990,03-07-2020 03:34,"Chennai, India",RT @varusarath: What the bloody hell us going on..?? another child has been brutally raped and murdered..you know if this is the world we a…
14479,1991,03-07-2020 03:34,"Thoothukkudi, India",RT @varusarath: What the bloody hell us going on..?? another child has been brutally raped and murdered..you know if this is the world we a…
14480,1992,03-07-2020 03:32,"Chennai, India",RT @varusarath: What the bloody hell us going on..?? another child has been brutally raped and murdered..you know if this is the world we a…
14481,1993,03-07-2020 03:32,"Bengaluru, India",RT @varusarath: What the bloody hell us going on..?? another child has been brutally raped and murdered..you know if this is the world we a…
14482,1994,03-07-2020 03:31,"Noida, India","RT @BangaloreMirror: #Watch | Shocking videos from #Karnataka of #COVIDー19 patients bodies being dumped in pits.

#COVID #coronavirus #COVI…"
14483,1995,03-07-2020 03:31,Tamil Nadu; India,RT @varusarath: What the bloody hell us going on..?? another child has been brutally raped and murdered..you know if this is the world we a…
14484,1996,03-07-2020 03:31,"Patna, India","RT @PrashantKishor: #COVID can’t be wished away. We must fight or it will keep getting worse.

Globally, leaders have won this fight with H…"
14485,1997,03-07-2020 03:30,"Tamil Nadu, India",RT @varusarath: What the bloody hell us going on..?? another child has been brutally raped and murdered..you know if this is the world we a…
14486,1998,03-07-2020 03:30,"Bengaluru, India","RT @BangaloreMirror: #Watch | Shocking videos from #Karnataka of #COVIDー19 patients bodies being dumped in pits.

#COVID #coronavirus #COVI…"
14487,1999,03-07-2020 03:29,"Guntur, India",RT @varusarath: What the bloody hell us going on..?? another child has been brutally raped and murdered..you know if this is the world we a…
14488,2000,03-07-2020 03:28,"Ghaziabad, India","@gbsdelhi @AshwiniBJP
@PMOIndia 
Is anyone there, who is worry about the middle class #Taxpayers ,
Should understan… https://t.co/AmYpCaQc97"
14489,2001,03-07-2020 03:28,India,"RT @MumbaiMirror: Farmers sold 13,66,154 quintal fruits and vegetables directly to consumers between March 27 and June 30.

#Coronavirus #C…"
14490,2002,03-07-2020 03:27,"Carmel, Indiana","RT @JudyWoodruff: Nobel prize winning economist @paulmromer faults federal gov't for #Covid surge: ""the sad thing is if we could just do en…"
14491,2003,03-07-2020 03:27,"Chennai, India","RT @vijaythehindu: #Corona challenges: 1) CT Scan shows strong symptom of #COVID but patients refuse #PCR test, walk away 2) PCR negative b…"
14492,2004,03-07-2020 03:27,"Tiruchirapalli, India",RT @varusarath: What the bloody hell us going on..?? another child has been brutally raped and murdered..you know if this is the world we a…
14493,2005,03-07-2020 03:26,"Chennai, India",RT @varusarath: What the bloody hell us going on..?? another child has been brutally raped and murdered..you know if this is the world we a…
14494,2006,03-07-2020 03:25,"Chandigarh, India","RT @RajBalaMalik: #Chandigarh: 22 more #COVID positive patients cured and discharged in Chandigarh today.

Thank you #CoronaWarriors and Re…"
14495,2007,03-07-2020 03:25,"Karnataka, India",RT @varusarath: What the bloody hell us going on..?? another child has been brutally raped and murdered..you know if this is the world we a…
14496,2008,03-07-2020 03:22,"Karnataka, India","RT @Shankaracarya36: Ayurveda is the CoronaKiller;
Dr. Giri is the beaming winner!

Ayurveda won! We won!

#COVID-19
#Ayurvedic #Medicine
@…"
14497,2009,03-07-2020 03:22,"Tamil Nadu, India",RT @varusarath: What the bloody hell us going on..?? another child has been brutally raped and murdered..you know if this is the world we a…
14498,2010,03-07-2020 03:21,India,#COVID #vaccine in #India may be within 15th August...that's a great news 👏👏
14499,2011,03-07-2020 03:21,"Tadpatri, India",RT @varusarath: What the bloody hell us going on..?? another child has been brutally raped and murdered..you know if this is the world we a…
14500,2012,03-07-2020 03:20,South India ,RT @varusarath: What the bloody hell us going on..?? another child has been brutally raped and murdered..you know if this is the world we a…
14501,2013,03-07-2020 03:20,"Madurai,India",ICMR fast-tracks Bharat Biotech's 'Covaxin' #Covid vaccine; envisages launch by August 15
14502,2014,03-07-2020 03:18,"Bengaluru, India",Now that's some news! I doubt if it's possible by August 15 but hope they get the vaccine soon! Even by year end??… https://t.co/WdQRxaErFW
14503,2015,03-07-2020 03:18,"Thanjavur, India",RT @varusarath: What the bloody hell us going on..?? another child has been brutally raped and murdered..you know if this is the world we a…
14504,2016,03-07-2020 03:17,"Tiruppur, India",RT @varusarath: What the bloody hell us going on..?? another child has been brutally raped and murdered..you know if this is the world we a…
14505,2017,03-07-2020 03:16,"Tamil Nadu, India",RT @varusarath: What the bloody hell us going on..?? another child has been brutally raped and murdered..you know if this is the world we a…
14506,2018,03-07-2020 03:16,"Goa, India",RT @goaprismmag: #Goa Reports The Highest Single-Day Spike in The #COVID Cases on Thursday https://t.co/LuJ8sFC9YW via @goaprismmag
14507,2019,03-07-2020 03:15,"Ongole, India",RT @ArogyaAndhra: (3/n)Before confirming a death as #COVID death it will be audited by Dept. of DME as per the guidelines. Considering the…
14508,2020,03-07-2020 03:15,"Ongole, India",RT @ArogyaAndhra: (2/n)The difference in #COVID positives number announced in state bulletin &amp; district is because State only announces new…
14509,2021,03-07-2020 03:14,"Goa, India","15 more Ponda cops are COVID positive
https://t.co/ZdekhMUY7h
#Ponda #cops #COVID #positive https://t.co/3XU38R6XxJ"
